,0
potato,737
research,568
disease,501
resistance,498
plants,404
development,367
improved,336
genetic,331
production,326
food,300
process,283
plant,280
base,256
system,247
agriculture,245
environment,237
pathogen,229
biological,210
industry,209
molecular,207
dietary,197
breeding,195
programs,191
,185
methods,184
population,184
genes,182
gene,178
virus,170
data,165
goals,162
vegetables,158
novel,151
marketing,148
technology,148
testing,146
health,135
role,133
tomatoes,132
cost,128
area,125
economics,124
risk,123
insecta,122
work,122
management,122
seeds,121
water,121
response,121
trait,119
study,115
united,115
time,115
states,114
address,114
names,113
stress,113
farming,113
proteins,113
soil,113
chemicals,112
tool,110
evaluation,109
modeling,109
knowledge,109
affect,109
source,106
biology,105
resources,104
growth,102
control,102
of,100
climate,98
techniques,97
genome,96
human,92
and,91
pesticides,90
diseases,89
life,86
universities,84
genomics,83
meetings,82
sweet,81
nutritional,80
dna,80
measures,79
training,79
expression,78
roots,77
site,77
productivity,75
rna,74
pathway,74
future,74
temperature,73
design,72
communities,72
colorado,70
medical,69
farmer,69
personnel,67
wheat,67
genetics,66
vector,66
lead,66
nematoda,65
order,65
harvest,65
specialties,65
coleoptera,64
soybeans,63
fruit,62
complex,62
characteristics,61
feeding,61
nutrient,61
interest,61
solanum,60
insect,60
insecticides,59
monitor,59
infection,59
genus,58
analysis,57
variant,57
practice,56
detection,56
seasons,55
family,55
genotype,54
physiological,54
structure,54
outcome,54
students,54
cell,53
laboratories,53
education,53
outreach,53
educational,53
student,52
transmission,50
individual,50
engineering,49
aphids,49
transgenic,49
diagnostic,49
biochemical,48
regulation,48
environmental,48
consumption,48
viral,48
economic,48
change,48
science,47
funding,47
impact,46
security,46
success,45
scientist,45
interactions,45
idaho,45
property,44
leaves,44
international,44
evolution,44
bean,44
effectiveness,43
in,43
host,43
organism,43
assay,43
cells,43
surveys,43
rotation,43
safety,42
markers,42
disorder,42
north,42
cereals,41
high,41
prevent,41
bacteria,40
pressure,40
microbial,40
marker,40
reporting,40
protein,40
viruses,40
zebra,40
organisms,39
databases,39
signal,39
nitrogen,39
sequencing,38
maps,38
phytophthora,38
experience,38
play,38
industrial,38
project,37
documentation,37
services,37
sequence,37
new,37
predisposition,37
related,37
fungicide,37
metabolic,37
grants,36
models,36
movement,36
ecosystem,36
foundations,36
relative,36
person,36
sampling,36
trees,36
fruits,36
