,0
avena,195
sativa,195
resistance,179
research,171
genetic,158
wheat,131
development,129
disease,123
improved,100
oats,95
plants,92
cereals,90
food,86
production,85
gene,84
trait,84
system,78
population,74
molecular,74
methods,67
environment,67
genes,65
names,65
barley,63
process,62
base,61
stress,60
pathogen,60
breeding,57
novel,57
human,56
data,54
programs,54
plant,52
testing,48
genomics,48
source,47
proteins,46
agriculture,46
health,45
knowledge,43
genome,43
response,42
study,42
goals,41
role,40
biological,40
resources,40
time,38
seeds,38
tool,38
dietary,37
grain,37
modeling,36
stem,36
virulence,35
technology,34
feeding,34
characteristics,34
genotype,34
performance,34
affect,33
farming,33
laboratories,32
risk,31
and,31
growth,31
collection,31
fusarium,31
,30
structure,30
evaluation,30
marker,30
training,30
economics,29
phenotype,29
rye,29
cereal,29
maps,29
model,28
of,28
biology,28
fiber,27
life,27
soybeans,27
head,27
work,27
measures,26
cell,26
in,26
analysis,26
rice,26
poaceae,26
marketing,25
oils,25
harvest,25
united,25
procedures,24
productivity,24
host,24
pathway,24
nutrient,23
sampling,23
insecta,23
north,23
water,23
cost,23
farmer,23
states,23
communities,23
weight,22
immune,22
techniques,22
soil,22
design,22
acids,22
virus,22
interest,21
nutritional,21
diet,21
prevent,21
family,21
variant,21
quantitative,21
loci,21
services,21
management,20
site,20
fungus,20
science,20
consumption,19
chemicals,19
property,19
biochemical,19
address,19
area,19
race,19
dental,19
pressure,18
obesity,18
animal,18
rotation,18
scientist,18
expression,18
monitor,18
personnel,18
crowns,18
effectiveness,17
metabolism,17
industry,17
physiological,17
universities,17
leaves,17
blood,16
diseases,16
dakota,16
vegetables,16
animals,16
collaborations,16
nurseries,16
mediating,16
investigation,16
resource,16
high,15
functional,15
related,15
liquid,15
location,15
ensure,15
lead,15
defense,15
body,14
metabolic,14
antioxidants,14
chromatography,14
insect,14
toxin,14
equilibrium,14
future,14
databases,14
genetics,14
students,14
microbiota,14
factors,13
inflammatory,13
viral,13
phase,13
dna,13
susceptibility,13
cloning,13
link,13
signal,13
variation,13
individual,12
measurement,12
age,12
vivo,12
infection,12
protein,12
quality,12
microbial,12
practice,12
vitro,12
modification,12
interactions,12
predisposition,12
mechanism,12
meetings,12
virulent,12
malt,12
outreach,12
cancer,12
engineering,12
cells,11
acid,11
bean,11
amino,11
species,11
foundations,11
sequencing,11
rna,11
reporting,11
seasons,11
international,11
systems,11
phylogenetic,11
hybrids,11
flour,11
generations,11
livestock,11
safety,11
education,11
bread,11
genomic,11
spottings,11
innovation,10
function,10
receptor,10
mycotoxins,10
tissues,10
relative,10
person,10
funding,10
helianthus,10
methodology,10
viruses,10
models,10
screening,10
american,10
aphids,10
birds,10
chromosomes,10
glucans,10
complex,10
economic,10
surveys,10
transduction,10
benefit,10
play,10
heart,10
activity,10
mission,10
adult,9
regulation,9
new,9
nutrition,9
density,9
tocopherols,9
factor,9
carbon,9
change,9
temperature,9
field,9
surface,9
pathogenicity,9
pattern,9
sequence,9
to,9
natural,9
alfalfa,9
medical,9
member,9
cherry,9
freezing,9
mildew,9
bioinformatics,9
tolerance,9
impact,9
prevention,9
transgenic,9
resilience,9
complement,9
strategies,9
community,9
spectroscopy,9
fly,9
mass,8
control,8
soluble,8
maintenance,8
betaglucans,8
enzymes,8
antiinflammatory,8
assay,8
cholesterol,8
fatty,8
lipids,8
transcription,8
vitamin,8
series,8
falls,8
drug,8
climate,8
physical,8
feed,8
organism,8
grants,8
behavior,8
equipment,8
roots,8
simulation,8
chromosome,8
intake,8
web,8
approach,8
malignant,8
organisms,8
pathogenic,8
biotechnology,8
student,8
environmental,8
glucose,7
lipid,7
angiogenesis,7
method,7
computerized,7
light,7
oxide,7
parents,7
droughts,7
project,7
bacteria,7
procedure,7
detection,7
seedling,7
phytochemical,7
exhibits,7
intervention,7
maize,7
publishing,7
information,7
disorders,7
college,7
evolution,7
insight,7
meat,7
nature,7
coupled,7
neoplasms,7
pisum,7
sativum,7
carolina,7
herbicides,7
silage,7
price,7
educational,7
mutation,7
experimental,7
supply,7
basic,7
fungal,7
back,7
frequencies,7
gut,7
tools,7
chronic,6
energy,6
effect,6
aging,6
agents,6
mouse,6
communication,6
processing,6
hardness,6
sensor,6
length,6
fruits,6
particle,6
documentation,6
markers,6
a,6
dioxide,6
fertilizers,6
fishes,6
flax,6
solid,6
suidae,6
therapeutic,6
manure,6
mosaic,6
migration,6
anabolism,6
cattle,6
institution,6
south,6
staging,6
texas,6
computer,6
software,6
vector,6
specialties,6
heat,6
success,6
visual,6
milk,6
statistics,6
outcome,6
outbreaks,6
country,6
association,6
insecticides,6
potato,6
calibration,6
incidence,6
inflammation,6
residual,6
state,6
disorder,6
regeneration,6
recombination,6
applied,6
mechanisms,6
discovery,6
sorghum,6
minerals,6
classification,6
composition,5
studies,5
atherosclerosis,5
